Trace1,
Freq,,Amp,,
           179324052,Hz,              -57.97, dBm,
           179737278,Hz,              -54.39, dBm,
           180150504,Hz,              -56.20, dBm,
           180563730,Hz,              -50.71, dBm,
           180976956,Hz,              -62.58, dBm,
           181390182,Hz,              -64.73, dBm,
           181803408,Hz,              -51.79, dBm,
           182216634,Hz,              -62.71, dBm,
           182629860,Hz,              -54.09, dBm,
           183043086,Hz,              -64.77, dBm,
           183456312,Hz,              -65.27, dBm,
           183869538,Hz,              -52.68, dBm,
           184282764,Hz,              -62.43, dBm,
           184695990,Hz,              -62.12, dBm,
           185109216,Hz,              -54.73, dBm,
           185522442,Hz,              -62.28, dBm,
           185935668,Hz,              -53.94, dBm,
           186348894,Hz,              -65.72, dBm,
           186762120,Hz,              -63.34, dBm,
           187175346,Hz,              -53.06, dBm,
           187588572,Hz,              -63.04, dBm,
           188001798,Hz,              -54.54, dBm,
           188415024,Hz,              -56.31, dBm,
           188828250,Hz,              -63.75, dBm,
           189241476,Hz,              -54.56, dBm,
           189654702,Hz,              -64.48, dBm,
           190067928,Hz,              -61.96, dBm,
           190481154,Hz,              -55.74, dBm,
           190894380,Hz,              -62.30, dBm,
           191307606,Hz,              -55.33, dBm,
           191720832,Hz,              -64.19, dBm,
           192134058,Hz,              -64.17, dBm,
           192547284,Hz,              -55.03, dBm,
           192960510,Hz,              -65.10, dBm,
           193373736,Hz,              -55.51, dBm,
           193786962,Hz,              -65.49, dBm,
           194200188,Hz,              -63.91, dBm,
           194613414,Hz,              -55.10, dBm,
           195026640,Hz,              -63.64, dBm,
           195439866,Hz,              -56.20, dBm,
           195853092,Hz,              -59.91, dBm,
           196266318,Hz,              -63.32, dBm,
           196679544,Hz,              -56.05, dBm,
           197092770,Hz,              -63.05, dBm,
           197505996,Hz,              -65.02, dBm,
           197919222,Hz,              -53.84, dBm,
           198332448,Hz,              -62.32, dBm,
           198745674,Hz,              -55.17, dBm,
           199158900,Hz,              -60.34, dBm,
           199572126,Hz,              -57.48, dBm,
           199985352,Hz,              -54.62, dBm,
           200398578,Hz,              -57.54, dBm,
           200811804,Hz,              -56.28, dBm,
           201225030,Hz,              -63.77, dBm,
           201638256,Hz,              -63.68, dBm,
           202051482,Hz,              -55.61, dBm,
           202464708,Hz,              -61.44, dBm,
           202877934,Hz,              -56.83, dBm,
           203291160,Hz,              -64.26, dBm,
           203704386,Hz,              -64.52, dBm,
           204117612,Hz,              -58.08, dBm,
           204530838,Hz,              -60.25, dBm,
           204944064,Hz,              -56.25, dBm,
           205357290,Hz,              -63.17, dBm,
           205770516,Hz,              -63.78, dBm,
           206183742,Hz,              -55.92, dBm,
           206596968,Hz,              -62.92, dBm,
           207010194,Hz,              -65.28, dBm,
           207423420,Hz,              -58.15, dBm,
           207836646,Hz,              -64.27, dBm,
           208249872,Hz,              -55.72, dBm,
           208663098,Hz,              -65.82, dBm,
           209076324,Hz,              -63.11, dBm,
           209489550,Hz,              -56.81, dBm,
           209902776,Hz,              -64.12, dBm,
           210316002,Hz,              -59.03, dBm,
           210729228,Hz,              -64.18, dBm,
           211142454,Hz,              -64.62, dBm,
           211555680,Hz,              -56.79, dBm,
           211968906,Hz,              -63.24, dBm,
           212382132,Hz,              -64.91, dBm,
           212795358,Hz,              -58.06, dBm,
           213208584,Hz,              -62.40, dBm,
           213621810,Hz,              -58.78, dBm,
           214035036,Hz,              -62.05, dBm,
           214448262,Hz,              -64.24, dBm,
           214861488,Hz,              -57.84, dBm,
           215274714,Hz,              -65.01, dBm,
           215687940,Hz,              -57.55, dBm,
           216101166,Hz,              -64.03, dBm,
           216514392,Hz,              -64.92, dBm,
           216927618,Hz,              -56.92, dBm,
           217340844,Hz,              -63.41, dBm,
           217754070,Hz,              -61.73, dBm,
           218167296,Hz,              -64.67, dBm,
           218580522,Hz,              -62.60, dBm,
           218993748,Hz,              -58.84, dBm,
           219406974,Hz,              -61.04, dBm,
           219820200,Hz,              -59.78, dBm,
           220233426,Hz,              -56.56, dBm,
           220646652,Hz,              -62.61, dBm,
           221059878,Hz,              -57.54, dBm,
           221473104,Hz,              -63.90, dBm,
           221886330,Hz,              -63.04, dBm,
           222299556,Hz,              -57.56, dBm,
           222712782,Hz,              -64.59, dBm,
           223126008,Hz,              -59.69, dBm,
           223539234,Hz,              -63.90, dBm,
           223952460,Hz,              -63.65, dBm,
           224365686,Hz,              -60.56, dBm,
           224778912,Hz,              -63.47, dBm,
           225192138,Hz,              -57.64, dBm,
           225605364,Hz,              -63.90, dBm,
           226018590,Hz,              -64.08, dBm,
           226431816,Hz,              -59.55, dBm,
           226845042,Hz,              -63.69, dBm,
           227258268,Hz,              -58.17, dBm,
           227671494,Hz,              -64.09, dBm,
           228084720,Hz,              -64.28, dBm,
           228497946,Hz,              -57.54, dBm,
           228911172,Hz,              -64.14, dBm,
           229324398,Hz,              -64.27, dBm,
           229737624,Hz,              -62.44, dBm,
           230150850,Hz,              -64.56, dBm,
           230564076,Hz,              -58.82, dBm,
           230977302,Hz,              -63.33, dBm,
           231390528,Hz,              -64.78, dBm,
           231803754,Hz,              -61.08, dBm,
           232216980,Hz,              -65.12, dBm,
           232630206,Hz,              -60.36, dBm,
           233043432,Hz,              -64.99, dBm,
           233456658,Hz,              -63.65, dBm,
           233869884,Hz,              -61.26, dBm,
           234283110,Hz,              -63.43, dBm,
           234696336,Hz,              -62.39, dBm,
           235109562,Hz,              -62.96, dBm,
           235522788,Hz,              -65.77, dBm,
           235936014,Hz,              -60.76, dBm,
           236349240,Hz,              -64.41, dBm,
           236762466,Hz,              -61.99, dBm,
           237175692,Hz,              -58.53, dBm,
           237588918,Hz,              -63.11, dBm,
           238002144,Hz,              -59.74, dBm,
           238415370,Hz,              -64.02, dBm,
           238828596,Hz,              -63.91, dBm,
           239241822,Hz,              -57.38, dBm,
           239655048,Hz,              -60.45, dBm,
           240068274,Hz,              -60.30, dBm,
           240481500,Hz,              -62.14, dBm,
           240894726,Hz,              -65.08, dBm,
           241307952,Hz,              -63.86, dBm,
           241721178,Hz,              -63.90, dBm,
           242134404,Hz,              -63.07, dBm,
           242547630,Hz,              -62.75, dBm,
           242960856,Hz,              -64.72, dBm,
           243374082,Hz,              -59.58, dBm,
           243787308,Hz,              -64.15, dBm,
           244200534,Hz,              -64.60, dBm,
           244613760,Hz,              -61.14, dBm,
           245026986,Hz,              -61.97, dBm,
           245440212,Hz,              -58.29, dBm,
           245853438,Hz,              -65.34, dBm,
           246266664,Hz,              -64.19, dBm,
           246679890,Hz,              -58.88, dBm,
           247093116,Hz,              -64.41, dBm,
           247506342,Hz,              -61.95, dBm,
           247919568,Hz,              -64.72, dBm,
           248332794,Hz,              -64.45, dBm,
           248746020,Hz,              -61.25, dBm,
