X,CH1,Start,Increment,
102,-3.40E+00,,,
103,-3.00E+00,,,
104,-2.80E+00,,,
105,-2.80E+00,,,
106,-2.80E+00,,,
107,-2.80E+00,,,
108,-2.60E+00,,,
109,-2.20E+00,,,
110,-1.80E+00,,,
111,-1.80E+00,,,
112,-1.60E+00,,,
113,-1.60E+00,,,
114,-1.40E+00,,,
115,-1.40E+00,,,
116,-8.00E-01,,,
117,-8.00E-01,,,
118,-8.00E-01,,,
119,-8.00E-01,,,
120,-8.00E-01,,,
121,-8.00E-01,,,
122,-6.00E-01,,,
123,-8.00E-01,,,
124,-8.00E-01,,,
125,-8.00E-01,,,
126,-8.00E-01,,,
127,-8.00E-01,,,
128,-8.00E-01,,,
129,-1.00E+00,,,
130,-1.40E+00,,,
131,-1.40E+00,,,
132,-1.40E+00,,,
133,-1.60E+00,,,
134,-1.40E+00,,,
135,-1.80E+00,,,
136,-2.20E+00,,,
137,-2.60E+00,,,
138,-2.60E+00,,,
139,-2.60E+00,,,
140,-2.60E+00,,,
141,-2.80E+00,,,
142,-3.00E+00,,,
143,-3.40E+00,,,
144,-3.80E+00,,,
145,-3.80E+00,,,
146,-3.80E+00,,,
147,-3.80E+00,,,
148,-3.80E+00,,,
149,-4.00E+00,,,
150,-4.20E+00,,,
151,-4.20E+00,,,
152,-4.00E+00,,,
153,-4.40E+00,,,
154,-4.20E+00,,,
155,-4.20E+00,,,
156,-4.00E+00,,,
157,-4.00E+00,,,
158,-4.00E+00,,,
159,-4.00E+00,,,
160,-4.00E+00,,,
161,-4.00E+00,,,
162,-3.40E+00,,,
163,-3.00E+00,,,
164,-2.80E+00,,,
165,-3.00E+00,,,
166,-2.80E+00,,,
167,-2.80E+00,,,
168,-2.60E+00,,,
169,-2.20E+00,,,
170,-1.80E+00,,,
171,-1.80E+00,,,
172,-1.80E+00,,,
173,-1.80E+00,,,
174,-1.60E+00,,,
175,-1.60E+00,,,
176,-1.00E+00,,,
177,-8.00E-01,,,
178,-8.00E-01,,,
179,-8.00E-01,,,
180,-8.00E-01,,,
181,-8.00E-01,,,
182,-6.00E-01,,,
183,-8.00E-01,,,
184,-8.00E-01,,,
185,-8.00E-01,,,
186,-6.00E-01,,,
187,-6.00E-01,,,
188,-8.00E-01,,,
189,-1.00E+00,,,
190,-1.20E+00,,,
191,-1.40E+00,,,
192,-1.20E+00,,,
193,-1.40E+00,,,
194,-1.40E+00,,,
195,-1.60E+00,,,
196,-2.00E+00,,,
197,-2.40E+00,,,
198,-2.40E+00,,,
199,-2.40E+00,,,
200,-2.60E+00,,,
201,-2.60E+00,,,
202,-2.80E+00,,,
203,-3.40E+00,,,
204,-3.80E+00,,,
205,-3.80E+00,,,
206,-3.80E+00,,,
207,-4.00E+00,,,
208,-4.00E+00,,,
209,-4.20E+00,,,
210,-4.40E+00,,,
211,-4.40E+00,,,
212,-4.40E+00,,,
213,-4.40E+00,,,
214,-4.40E+00,,,
215,-4.40E+00,,,
216,-4.20E+00,,,
217,-4.20E+00,,,
218,-4.20E+00,,,
219,-4.20E+00,,,
220,-4.20E+00,,,
221,-4.40E+00,,,
222,-4.00E+00,,,
223,-3.20E+00,,,
224,-3.00E+00,,,
225,-3.00E+00,,,
226,-2.80E+00,,,
227,-3.00E+00,,,
228,-2.80E+00,,,
229,-2.20E+00,,,
230,-1.60E+00,,,
231,-1.60E+00,,,
232,-1.60E+00,,,
233,-1.40E+00,,,
234,-1.40E+00,,,
235,-1.00E+00,,,
236,-6.00E-01,,,
237,-4.00E-01,,,
238,-2.00E-01,,,
239,-2.00E-01,,,
240,-4.35E-05,,,
241,-2.00E-01,,,
242,-4.35E-05,,,
243,2.00E-01,,,
244,4.00E-01,,,
245,2.00E-01,,,
246,2.00E-01,,,
247,2.00E-01,,,
248,2.00E-01,,,
249,-2.00E-01,,,
250,-4.00E-01,,,
251,-4.00E-01,,,
252,-6.00E-01,,,
253,-6.00E-01,,,
254,-6.00E-01,,,
255,-8.00E-01,,,
256,-1.60E+00,,,
257,-2.20E+00,,,
258,-2.20E+00,,,
259,-2.20E+00,,,
260,-2.40E+00,,,
261,-2.60E+00,,,
262,-3.00E+00,,,
263,-4.20E+00,,,
264,-4.60E+00,,,
265,-4.60E+00,,,
266,-4.80E+00,,,
267,-4.80E+00,,,
268,-5.00E+00,,,
269,-5.60E+00,,,
270,-6.00E+00,,,
271,-6.20E+00,,,
272,-6.20E+00,,,
273,-6.20E+00,,,
274,-6.40E+00,,,
275,-6.40E+00,,,
276,-6.20E+00,,,
277,-6.20E+00,,,
278,-6.20E+00,,,
279,-6.20E+00,,,
280,-6.20E+00,,,
281,-6.20E+00,,,
282,-5.40E+00,,,
283,-4.60E+00,,,
284,-4.20E+00,,,
285,-4.20E+00,,,
286,-4.00E+00,,,
287,-4.00E+00,,,
288,-3.40E+00,,,
289,-1.60E+00,,,
290,-2.00E-01,,,
291,2.00E-01,,,
292,4.00E-01,,,
293,6.00E-01,,,
294,1.20E+00,,,
295,1.80E+00,,,
296,4.40E+00,,,
297,5.40E+00,,,
298,6.20E+00,,,
299,6.60E+00,,,
300,6.60E+00,,,
301,6.80E+00,,,
302,8.60E+00,,,
303,1.10E+01,,,
304,1.18E+01,,,
305,1.20E+01,,,
306,1.26E+01,,,
307,1.28E+01,,,
308,1.30E+01,,,
309,1.46E+01,,,
310,1.62E+01,,,
311,1.64E+01,,,
312,1.68E+01,,,
313,1.70E+01,,,
314,1.72E+01,,,
315,1.74E+01,,,
316,1.80E+01,,,
317,1.82E+01,,,
318,1.84E+01,,,
319,1.86E+01,,,
320,1.88E+01,,,
321,1.86E+01,,,
322,1.84E+01,,,
323,1.80E+01,,,
324,1.76E+01,,,
325,1.74E+01,,,
326,1.76E+01,,,
327,1.74E+01,,,
328,1.72E+01,,,
329,1.56E+01,,,
330,1.42E+01,,,
331,1.38E+01,,,
332,1.36E+01,,,
333,1.34E+01,,,
334,1.34E+01,,,
335,1.24E+01,,,
336,9.80E+00,,,
337,8.40E+00,,,
338,8.40E+00,,,
339,8.00E+00,,,
340,7.80E+00,,,
341,7.40E+00,,,
342,6.00E+00,,,
343,3.20E+00,,,
344,2.60E+00,,,
345,2.20E+00,,,
346,2.00E+00,,,
347,1.80E+00,,,
348,1.20E+00,,,
349,-8.00E-01,,,
350,-2.00E+00,,,
351,-2.40E+00,,,
352,-2.60E+00,,,
353,-3.00E+00,,,
354,-3.00E+00,,,
355,-3.80E+00,,,
356,-4.80E+00,,,
357,-5.40E+00,,,
358,-5.40E+00,,,
359,-5.80E+00,,,
360,-6.00E+00,,,
361,-6.00E+00,,,
362,-6.00E+00,,,
363,-6.20E+00,,,
364,-6.00E+00,,,
365,-6.20E+00,,,
366,-6.20E+00,,,
367,-6.40E+00,,,
368,-6.20E+00,,,
369,-5.80E+00,,,
370,-5.20E+00,,,
371,-5.00E+00,,,
372,-5.00E+00,,,
373,-5.00E+00,,,
374,-4.80E+00,,,
375,-4.60E+00,,,
376,-3.80E+00,,,
377,-3.00E+00,,,
378,-2.80E+00,,,
379,-2.80E+00,,,
380,-2.80E+00,,,
381,-2.80E+00,,,
382,-2.00E+00,,,
383,-1.40E+00,,,
384,-1.00E+00,,,
385,-1.00E+00,,,
386,-8.00E-01,,,
387,-8.00E-01,,,
388,-6.00E-01,,,
389,-4.00E-01,,,
390,2.00E-01,,,
391,-4.35E-05,,,
392,2.00E-01,,,
393,2.00E-01,,,
394,2.00E-01,,,
395,2.00E-01,,,
396,-4.35E-05,,,
397,-2.00E-01,,,
398,-4.35E-05,,,
399,-2.00E-01,,,
400,-4.35E-05,,,
401,-4.35E-05,,,
402,-4.00E-01,,,
403,-1.00E+00,,,
404,-1.20E+00,,,
405,-1.40E+00,,,
406,-1.20E+00,,,
407,-1.40E+00,,,
408,-1.40E+00,,,
409,-2.00E+00,,,
410,-2.60E+00,,,
411,-2.60E+00,,,
412,-2.80E+00,,,
413,-2.80E+00,,,
414,-2.80E+00,,,
415,-3.00E+00,,,
416,-3.40E+00,,,
417,-4.00E+00,,,
418,-4.00E+00,,,
419,-4.00E+00,,,
420,-4.00E+00,,,
421,-4.20E+00,,,
422,-4.20E+00,,,
423,-4.40E+00,,,
424,-4.40E+00,,,
425,-4.60E+00,,,
426,-4.40E+00,,,
427,-4.40E+00,,,
428,-4.60E+00,,,
429,-4.40E+00,,,
430,-4.00E+00,,,
431,-4.20E+00,,,
432,-4.00E+00,,,
433,-4.00E+00,,,
434,-4.00E+00,,,
435,-3.80E+00,,,
436,-3.00E+00,,,
437,-2.80E+00,,,
438,-2.80E+00,,,
439,-2.80E+00,,,
440,-2.80E+00,,,
441,-2.80E+00,,,
442,-2.20E+00,,,
443,-1.80E+00,,,
444,-1.60E+00,,,
445,-1.80E+00,,,
446,-1.40E+00,,,
447,-1.60E+00,,,
448,-1.40E+00,,,
449,-1.00E+00,,,
450,-8.00E-01,,,
451,-8.00E-01,,,
452,-8.00E-01,,,
453,-8.00E-01,,,
454,-6.00E-01,,,
455,-8.00E-01,,,
456,-8.00E-01,,,
457,-8.00E-01,,,
458,-8.00E-01,,,
459,-8.00E-01,,,
460,-8.00E-01,,,
461,-8.00E-01,,,
462,-1.00E+00,,,
463,-1.40E+00,,,
464,-1.40E+00,,,
465,-1.40E+00,,,
466,-1.40E+00,,,
467,-1.60E+00,,,
468,-1.60E+00,,,
469,-2.00E+00,,,
470,-2.40E+00,,,
471,-2.60E+00,,,
472,-2.60E+00,,,
473,-2.80E+00,,,
474,-2.60E+00,,,
475,-2.80E+00,,,
476,-3.20E+00,,,
477,-3.80E+00,,,
478,-3.80E+00,,,
479,-4.00E+00,,,
480,-3.80E+00,,,
481,-3.80E+00,,,
482,-4.00E+00,,,
483,-4.20E+00,,,
484,-4.00E+00,,,
485,-4.20E+00,,,
486,-4.20E+00,,,
487,-4.40E+00,,,
488,-4.20E+00,,,
489,-4.20E+00,,,
490,-4.00E+00,,,
491,-4.00E+00,,,
492,-4.00E+00,,,
493,-4.00E+00,,,
494,-3.80E+00,,,
495,-3.80E+00,,,
496,-3.00E+00,,,
497,-3.00E+00,,,
498,-2.80E+00,,,
499,-2.80E+00,,,
500,-2.80E+00,,,
501,-2.80E+00,,,
502,-2.40E+00,,,
503,-2.00E+00,,,
504,-1.80E+00,,,
505,-1.80E+00,,,
506,-1.80E+00,,,
507,-1.60E+00,,,
508,-1.60E+00,,,
509,-1.40E+00,,,
510,-1.00E+00,,,
511,-1.00E+00,,,
512,-8.00E-01,,,
513,-8.00E-01,,,
514,-8.00E-01,,,
515,-8.00E-01,,,
516,-8.00E-01,,,
517,-8.00E-01,,,
518,-6.00E-01,,,
519,-8.00E-01,,,
520,-6.00E-01,,,
521,-8.00E-01,,,
522,-8.00E-01,,,
523,-1.20E+00,,,
524,-1.40E+00,,,
525,-1.40E+00,,,
526,-1.40E+00,,,
527,-1.40E+00,,,
528,-1.40E+00,,,
529,-1.80E+00,,,
530,-2.40E+00,,,
531,-2.40E+00,,,
532,-2.40E+00,,,
533,-2.60E+00,,,
534,-2.40E+00,,,
535,-2.80E+00,,,
536,-3.20E+00,,,
537,-3.80E+00,,,
538,-3.80E+00,,,
539,-3.80E+00,,,
540,-4.00E+00,,,
541,-4.00E+00,,,
542,-4.00E+00,,,
543,-4.40E+00,,,
544,-4.40E+00,,,
545,-4.60E+00,,,
546,-4.40E+00,,,
547,-4.40E+00,,,
548,-4.40E+00,,,
549,-4.40E+00,,,
550,-4.20E+00,,,
551,-4.40E+00,,,
552,-4.20E+00,,,
553,-4.40E+00,,,
554,-4.20E+00,,,
555,-4.00E+00,,,
556,-3.40E+00,,,
557,-3.20E+00,,,
558,-3.00E+00,,,
559,-3.00E+00,,,
560,-2.80E+00,,,
561,-2.80E+00,,,
562,-2.60E+00,,,
563,-1.80E+00,,,
564,-1.60E+00,,,
565,-1.60E+00,,,
566,-1.40E+00,,,
567,-1.40E+00,,,
568,-1.20E+00,,,
569,-8.00E-01,,,
570,-2.00E-01,,,
571,-2.00E-01,,,
572,-2.00E-01,,,
573,-2.00E-01,,,
574,-4.35E-05,,,
575,-4.35E-05,,,
576,2.00E-01,,,
577,2.00E-01,,,
578,2.00E-01,,,
579,2.00E-01,,,
580,2.00E-01,,,
581,2.00E-01,,,
582,2.00E-01,,,
583,-4.00E-01,,,
584,-6.00E-01,,,
585,-6.00E-01,,,
586,-6.00E-01,,,
587,-6.00E-01,,,
588,-8.00E-01,,,
589,-1.60E+00,,,
590,-2.20E+00,,,
591,-2.20E+00,,,
592,-2.20E+00,,,
593,-2.40E+00,,,
594,-2.60E+00,,,
595,-2.80E+00,,,
596,-4.00E+00,,,
597,-4.60E+00,,,
598,-4.40E+00,,,
599,-4.80E+00,,,
