Trace1,
Freq,,Amp,,
            49214429,Hz,              -66.00, dBm,
            49426802,Hz,              -67.33, dBm,
            49639175,Hz,              -69.66, dBm,
            49851548,Hz,              -60.92, dBm,
            50063921,Hz,              -66.43, dBm,
            50276294,Hz,              -64.23, dBm,
            50488667,Hz,              -60.86, dBm,
            50701040,Hz,              -65.93, dBm,
            50913413,Hz,              -65.42, dBm,
            51125786,Hz,              -67.77, dBm,
            51338159,Hz,              -64.77, dBm,
            51550532,Hz,              -35.65, dBm,
            51762905,Hz,              -69.11, dBm,
            51975278,Hz,              -67.51, dBm,
            52187651,Hz,              -46.28, dBm,
            52400024,Hz,              -68.29, dBm,
            52612397,Hz,              -69.23, dBm,
            52824770,Hz,              -67.20, dBm,
            53037143,Hz,              -66.73, dBm,
            53249516,Hz,              -33.40, dBm,
            53461889,Hz,              -66.22, dBm,
            53674262,Hz,              -65.26, dBm,
            53886635,Hz,              -65.76, dBm,
            54099008,Hz,              -69.09, dBm,
            54311381,Hz,              -67.52, dBm,
            54523754,Hz,              -70.49, dBm,
            54736127,Hz,              -37.85, dBm,
            54948500,Hz,              -64.81, dBm,
            55160873,Hz,              -68.05, dBm,
            55373246,Hz,              -63.36, dBm,
            55585619,Hz,              -30.10, dBm,
            55797992,Hz,              -66.63, dBm,
            56010365,Hz,              -62.23, dBm,
            56222738,Hz,              -64.51, dBm,
            56435111,Hz,              -55.78, dBm,
            56647484,Hz,              -64.04, dBm,
            56859857,Hz,              -64.34, dBm,
            57072230,Hz,              -70.28, dBm,
            57284603,Hz,              -50.08, dBm,
            57496976,Hz,              -69.18, dBm,
            57709349,Hz,              -63.76, dBm,
            57921722,Hz,              -65.56, dBm,
            58134095,Hz,              -25.30, dBm,
            58346468,Hz,              -54.82, dBm,
            58558841,Hz,              -42.86, dBm,
            58771214,Hz,              -32.00, dBm,
            58983587,Hz,              -17.11, dBm,
            59195960,Hz,              -15.65, dBm,
            59408333,Hz,              -10.53, dBm,
            59620706,Hz,               -7.02, dBm,
            59833079,Hz,               -5.36, dBm,
            60045452,Hz,               -4.72, dBm,
            60257825,Hz,               -5.01, dBm,
            60470198,Hz,               -6.77, dBm,
            60682571,Hz,              -11.78, dBm,
            60894944,Hz,              -14.35, dBm,
            61107317,Hz,              -20.77, dBm,
            61319690,Hz,              -29.84, dBm,
            61532063,Hz,              -19.24, dBm,
            61744436,Hz,              -51.68, dBm,
            61956809,Hz,              -64.55, dBm,
            62169182,Hz,              -65.02, dBm,
            62381555,Hz,              -25.77, dBm,
            62593928,Hz,              -67.65, dBm,
            62806301,Hz,              -65.96, dBm,
            63018674,Hz,              -64.27, dBm,
            63231047,Hz,              -40.01, dBm,
            63443420,Hz,              -67.21, dBm,
            63655793,Hz,              -64.59, dBm,
            63868166,Hz,              -48.86, dBm,
            64080539,Hz,              -59.55, dBm,
            64292912,Hz,              -68.39, dBm,
            64505285,Hz,              -63.88, dBm,
            64717658,Hz,              -65.91, dBm,
            64930031,Hz,              -34.58, dBm,
            65142404,Hz,              -63.33, dBm,
            65354777,Hz,              -64.31, dBm,
            65567150,Hz,              -32.96, dBm,
            65779523,Hz,              -64.26, dBm,
            65991896,Hz,              -66.60, dBm,
            66204269,Hz,              -68.33, dBm,
            66416642,Hz,              -68.39, dBm,
            66629015,Hz,              -35.41, dBm,
            66841388,Hz,              -67.29, dBm,
            67053761,Hz,              -63.29, dBm,
            67266134,Hz,              -69.42, dBm,
            67478507,Hz,              -66.85, dBm,
            67690880,Hz,              -66.17, dBm,
            67903253,Hz,              -65.82, dBm,
            68115626,Hz,              -37.23, dBm,
            68327999,Hz,              -65.74, dBm,
            68540372,Hz,              -68.21, dBm,
            68752745,Hz,              -65.62, dBm,
            68965118,Hz,              -37.13, dBm,
            69177491,Hz,              -64.47, dBm,
            69389864,Hz,              -65.89, dBm,
            69602237,Hz,              -64.84, dBm,
            69814610,Hz,              -64.85, dBm,
            70026983,Hz,              -65.88, dBm,
            70239356,Hz,              -68.06, dBm,
            70451729,Hz,              -66.87, dBm,
            70664102,Hz,              -65.94, dBm,
            70876475,Hz,              -68.57, dBm,
            71088848,Hz,              -65.36, dBm,
            71301221,Hz,              -65.80, dBm,
            71513594,Hz,              -39.41, dBm,
            71725967,Hz,              -64.86, dBm,
            71938340,Hz,              -66.18, dBm,
            72150713,Hz,              -66.43, dBm,
            72363086,Hz,              -48.31, dBm,
            72575459,Hz,              -66.09, dBm,
            72787832,Hz,              -62.16, dBm,
            73000205,Hz,              -66.84, dBm,
            73212578,Hz,              -36.25, dBm,
