Trace1,
Freq,,Amp,,
              810420,Hz,              -23.02, dBm,
             1865765,Hz,              -44.49, dBm,
             2921110,Hz,              -29.15, dBm,
             3976455,Hz,              -60.73, dBm,
             5031800,Hz,              -26.91, dBm,
             6087145,Hz,              -61.69, dBm,
             7142490,Hz,              -22.11, dBm,
             8197835,Hz,              -20.01, dBm,
             9253180,Hz,               -3.84, dBm,
            10308525,Hz,               -3.83, dBm,
            11363870,Hz,              -18.16, dBm,
            12419215,Hz,              -18.01, dBm,
            13474560,Hz,              -63.89, dBm,
            14529905,Hz,              -21.15, dBm,
            15585250,Hz,              -63.49, dBm,
            16640595,Hz,              -19.81, dBm,
            17695940,Hz,              -40.04, dBm,
            18751285,Hz,               -5.88, dBm,
            19806630,Hz,               -4.08, dBm,
            20861975,Hz,               -9.57, dBm,
            21917320,Hz,              -63.44, dBm,
            22972665,Hz,              -21.48, dBm,
            24028010,Hz,              -63.50, dBm,
            25083355,Hz,              -24.54, dBm,
            26138700,Hz,              -63.77, dBm,
            27194045,Hz,              -23.17, dBm,
            28249390,Hz,              -17.06, dBm,
            29304735,Hz,               -4.41, dBm,
            30360080,Hz,               -5.17, dBm,
            31415425,Hz,              -23.12, dBm,
            32470770,Hz,              -63.06, dBm,
            33526115,Hz,              -38.37, dBm,
            34581460,Hz,              -62.42, dBm,
            35636805,Hz,              -37.50, dBm,
            36692150,Hz,              -62.30, dBm,
            37747495,Hz,              -28.37, dBm,
            38802840,Hz,               -5.74, dBm,
            39858185,Hz,               -4.78, dBm,
            40913530,Hz,              -16.55, dBm,
            41968875,Hz,              -25.13, dBm,
            43024220,Hz,              -62.32, dBm,
            44079565,Hz,              -27.25, dBm,
            45134910,Hz,              -64.42, dBm,
            46190255,Hz,              -24.31, dBm,
            47245600,Hz,              -62.92, dBm,
            48300945,Hz,              -14.81, dBm,
            49356290,Hz,               -5.15, dBm,
            50411635,Hz,               -6.74, dBm,
            51466980,Hz,              -39.20, dBm,
            52522325,Hz,              -21.51, dBm,
            53577670,Hz,              -61.16, dBm,
            54633015,Hz,              -26.77, dBm,
            55688360,Hz,              -64.55, dBm,
            56743705,Hz,              -30.13, dBm,
            57799050,Hz,              -63.25, dBm,
            58854395,Hz,              -32.77, dBm,
            59909740,Hz,              -50.66, dBm,
            60965085,Hz,              -34.12, dBm,
            62020430,Hz,              -65.09, dBm,
            63075775,Hz,              -36.03, dBm,
            64131120,Hz,              -63.67, dBm,
            65186465,Hz,              -37.20, dBm,
            66241810,Hz,              -63.72, dBm,
            67297155,Hz,              -38.63, dBm,
            68352500,Hz,              -57.97, dBm,
            69407845,Hz,              -40.80, dBm,
            70463190,Hz,              -55.01, dBm,
            71518535,Hz,              -40.48, dBm,
            72573880,Hz,              -64.67, dBm,
            73629225,Hz,              -41.66, dBm,
            74684570,Hz,              -62.52, dBm,
            75739915,Hz,              -42.05, dBm,
            76795260,Hz,              -63.53, dBm,
            77850605,Hz,              -43.58, dBm,
            78905950,Hz,              -56.84, dBm,
            79961295,Hz,              -43.65, dBm,
            81016640,Hz,              -62.61, dBm,
            82071985,Hz,              -44.77, dBm,
            83127330,Hz,              -62.17, dBm,
            84182675,Hz,              -45.66, dBm,
            85238020,Hz,              -64.77, dBm,
            86293365,Hz,              -46.29, dBm,
            87348710,Hz,              -64.86, dBm,
            88404055,Hz,              -48.04, dBm,
            89459400,Hz,              -57.29, dBm,
            90514745,Hz,              -47.18, dBm,
            91570090,Hz,              -62.84, dBm,
            92625435,Hz,              -46.85, dBm,
            93680780,Hz,              -61.23, dBm,
            94736125,Hz,              -48.57, dBm,
            95791470,Hz,              -60.65, dBm,
            96846815,Hz,              -48.39, dBm,
            97902160,Hz,              -64.28, dBm,
            98957505,Hz,              -49.97, dBm,
           100012850,Hz,              -60.14, dBm,
           101068195,Hz,              -50.64, dBm,
           102123540,Hz,              -62.14, dBm,
           103178885,Hz,              -50.39, dBm,
           104234230,Hz,              -61.06, dBm,
           105289575,Hz,              -52.20, dBm,
           106344920,Hz,              -62.90, dBm,
           107400265,Hz,              -50.74, dBm,
           108455610,Hz,              -63.11, dBm,
           109510955,Hz,              -51.66, dBm,
           110566300,Hz,              -63.01, dBm,
           111621645,Hz,              -52.55, dBm,
           112676990,Hz,              -64.46, dBm,
           113732335,Hz,              -53.87, dBm,
           114787680,Hz,              -63.46, dBm,
           115843025,Hz,              -53.41, dBm,
           116898370,Hz,              -63.45, dBm,
           117953715,Hz,              -53.73, dBm,
           119009060,Hz,              -62.55, dBm,
           120064405,Hz,              -53.00, dBm,
           121119750,Hz,              -64.38, dBm,
           122175095,Hz,              -54.96, dBm,
           123230440,Hz,              -62.89, dBm,
           124285785,Hz,              -54.98, dBm,
           125341130,Hz,              -62.21, dBm,
           126396475,Hz,              -57.05, dBm,
           127451820,Hz,              -63.68, dBm,
           128507165,Hz,              -56.40, dBm,
           129562510,Hz,              -62.20, dBm,
           130617855,Hz,              -59.14, dBm,
           131673200,Hz,              -62.63, dBm,
           132728545,Hz,              -56.35, dBm,
           133783890,Hz,              -62.99, dBm,
           134839235,Hz,              -58.56, dBm,
           135894580,Hz,              -63.41, dBm,
           136949925,Hz,              -59.07, dBm,
           138005270,Hz,              -63.07, dBm,
           139060615,Hz,              -57.97, dBm,
           140115960,Hz,              -61.41, dBm,
           141171305,Hz,              -58.35, dBm,
           142226650,Hz,              -63.38, dBm,
           143281995,Hz,              -57.45, dBm,
           144337340,Hz,              -63.30, dBm,
           145392685,Hz,              -59.85, dBm,
           146448030,Hz,              -62.61, dBm,
           147503375,Hz,              -60.41, dBm,
           148558720,Hz,              -59.80, dBm,
           149614065,Hz,              -60.37, dBm,
           150669410,Hz,              -62.85, dBm,
           151724755,Hz,              -62.00, dBm,
           152780100,Hz,              -64.00, dBm,
           153835445,Hz,              -61.17, dBm,
           154890790,Hz,              -63.41, dBm,
           155946135,Hz,              -62.66, dBm,
           157001480,Hz,              -63.05, dBm,
           158056825,Hz,              -61.73, dBm,
           159112170,Hz,              -62.53, dBm,
           160167515,Hz,              -60.82, dBm,
           161222860,Hz,              -62.80, dBm,
           162278205,Hz,              -63.11, dBm,
           163333550,Hz,              -61.95, dBm,
           164388895,Hz,              -60.22, dBm,
           165444240,Hz,              -63.43, dBm,
           166499585,Hz,              -61.96, dBm,
           167554930,Hz,              -63.32, dBm,
           168610275,Hz,              -61.53, dBm,
           169665620,Hz,              -62.43, dBm,
           170720965,Hz,              -62.33, dBm,
           171776310,Hz,              -63.36, dBm,
           172831655,Hz,              -62.89, dBm,
           173887000,Hz,              -63.30, dBm,
           174942345,Hz,              -63.12, dBm,
           175997690,Hz,              -63.13, dBm,
           177053035,Hz,              -60.83, dBm,
           178108380,Hz,              -61.23, dBm,
           179163725,Hz,              -62.22, dBm,
           180219070,Hz,              -62.93, dBm,
           181274415,Hz,              -62.34, dBm,
           182329760,Hz,              -62.60, dBm,
           183385105,Hz,              -61.90, dBm,
           184440450,Hz,              -63.20, dBm,
           185495795,Hz,              -62.29, dBm,
           186551140,Hz,              -63.50, dBm,
           187606485,Hz,              -63.14, dBm,
           188661830,Hz,              -61.89, dBm,
           189717175,Hz,              -61.83, dBm,
           190772520,Hz,              -63.65, dBm,
           191827865,Hz,              -63.03, dBm,
           192883210,Hz,              -63.81, dBm,
           193938555,Hz,              -64.10, dBm,
           194993900,Hz,              -62.67, dBm,
           196049245,Hz,              -65.13, dBm,
           197104590,Hz,              -62.55, dBm,
           198159935,Hz,              -63.80, dBm,
           199215280,Hz,              -63.40, dBm,
           200270625,Hz,              -64.29, dBm,
           201325970,Hz,              -62.89, dBm,
           202381315,Hz,              -63.47, dBm,
           203436660,Hz,              -60.98, dBm,
           204492005,Hz,              -64.18, dBm,
           205547350,Hz,              -63.72, dBm,
           206602695,Hz,              -62.98, dBm,
           207658040,Hz,              -63.61, dBm,
           208713385,Hz,              -61.19, dBm,
           209768730,Hz,              -63.20, dBm,
           210824075,Hz,              -63.80, dBm,
           211879420,Hz,              -63.11, dBm,
           212934765,Hz,              -62.51, dBm,
           213990110,Hz,              -62.94, dBm,
           215045455,Hz,              -63.05, dBm,
