X,CH1,Start,Increment,
1081,-6.20E+00,,,
1082,-6.20E+00,,,
1083,-6.20E+00,,,
1084,-6.40E+00,,,
1085,-6.40E+00,,,
1086,-6.40E+00,,,
1087,-6.20E+00,,,
1088,-6.20E+00,,,
1089,-6.20E+00,,,
1090,-6.40E+00,,,
1091,-6.00E+00,,,
1092,-5.00E+00,,,
1093,-4.20E+00,,,
1094,-4.20E+00,,,
1095,-4.00E+00,,,
1096,-4.00E+00,,,
1097,-4.00E+00,,,
1098,-4.00E+00,,,
1099,-3.80E+00,,,
1100,-4.00E+00,,,
1101,-3.80E+00,,,
1102,-4.00E+00,,,
1103,-3.80E+00,,,
1104,-3.80E+00,,,
1105,-3.80E+00,,,
1106,-4.00E+00,,,
1107,-4.00E+00,,,
1108,-4.00E+00,,,
1109,-3.80E+00,,,
1110,-3.80E+00,,,
1111,-3.00E+00,,,
1112,-1.20E+00,,,
1113,-4.35E-05,,,
1114,-4.35E-05,,,
1115,4.00E-01,,,
1116,6.00E-01,,,
1117,8.00E-01,,,
1118,8.00E-01,,,
1119,1.20E+00,,,
1120,1.20E+00,,,
1121,1.20E+00,,,
1122,8.00E-01,,,
1123,1.20E+00,,,
1124,8.00E-01,,,
1125,1.20E+00,,,
1126,8.00E-01,,,
1127,1.20E+00,,,
1128,1.20E+00,,,
1129,1.20E+00,,,
1130,1.20E+00,,,
1131,2.00E+00,,,
1132,4.20E+00,,,
1133,5.40E+00,,,
1134,5.80E+00,,,
1135,6.60E+00,,,
1136,6.80E+00,,,
1137,7.00E+00,,,
1138,6.80E+00,,,
1139,7.20E+00,,,
1140,7.00E+00,,,
1141,7.20E+00,,,
1142,7.20E+00,,,
1143,7.20E+00,,,
1144,7.20E+00,,,
1145,7.20E+00,,,
1146,7.00E+00,,,
1147,7.20E+00,,,
1148,7.00E+00,,,
1149,7.20E+00,,,
1150,7.00E+00,,,
1151,8.00E+00,,,
1152,1.04E+01,,,
1153,1.18E+01,,,
1154,1.18E+01,,,
1155,1.26E+01,,,
1156,1.28E+01,,,
1157,1.28E+01,,,
1158,1.30E+01,,,
1159,1.30E+01,,,
1160,1.32E+01,,,
1161,1.32E+01,,,
1162,1.30E+01,,,
1163,1.32E+01,,,
1164,1.30E+01,,,
1165,1.32E+01,,,
1166,1.28E+01,,,
1167,1.32E+01,,,
1168,1.32E+01,,,
1169,1.30E+01,,,
1170,1.28E+01,,,
1171,1.38E+01,,,
1172,1.54E+01,,,
1173,1.66E+01,,,
1174,1.66E+01,,,
1175,1.70E+01,,,
1176,1.72E+01,,,
1177,1.74E+01,,,
1178,1.72E+01,,,
1179,1.76E+01,,,
1180,1.76E+01,,,
1181,1.76E+01,,,
1182,1.74E+01,,,
1183,1.76E+01,,,
1184,1.76E+01,,,
1185,1.76E+01,,,
1186,1.72E+01,,,
1187,1.76E+01,,,
1188,1.74E+01,,,
1189,1.76E+01,,,
1190,1.74E+01,,,
1191,1.76E+01,,,
1192,1.84E+01,,,
1193,1.90E+01,,,
1194,1.86E+01,,,
1195,1.90E+01,,,
1196,1.90E+01,,,
1197,1.90E+01,,,
1198,1.90E+01,,,
1199,1.92E+01,,,
1200,1.90E+01,,,
1201,1.90E+01,,,
1202,1.90E+01,,,
1203,1.92E+01,,,
1204,1.90E+01,,,
1205,1.92E+01,,,
1206,1.90E+01,,,
1207,1.92E+01,,,
1208,1.92E+01,,,
1209,1.92E+01,,,
1210,1.90E+01,,,
1211,1.90E+01,,,
1212,1.82E+01,,,
1213,1.80E+01,,,
1214,1.76E+01,,,
1215,1.78E+01,,,
1216,1.78E+01,,,
1217,1.76E+01,,,
1218,1.74E+01,,,
1219,1.76E+01,,,
1220,1.76E+01,,,
1221,1.78E+01,,,
1222,1.76E+01,,,
1223,1.76E+01,,,
1224,1.78E+01,,,
1225,1.78E+01,,,
1226,1.76E+01,,,
1227,1.78E+01,,,
1228,1.76E+01,,,
1229,1.78E+01,,,
1230,1.74E+01,,,
1231,1.72E+01,,,
1232,1.56E+01,,,
1233,1.42E+01,,,
1234,1.38E+01,,,
1235,1.38E+01,,,
1236,1.36E+01,,,
1237,1.34E+01,,,
1238,1.32E+01,,,
1239,1.34E+01,,,
1240,1.34E+01,,,
1241,1.32E+01,,,
1242,1.32E+01,,,
1243,1.34E+01,,,
1244,1.32E+01,,,
1245,1.32E+01,,,
1246,1.32E+01,,,
1247,1.34E+01,,,
1248,1.32E+01,,,
1249,1.32E+01,,,
1250,1.30E+01,,,
1251,1.26E+01,,,
1252,1.00E+01,,,
1253,8.60E+00,,,
1254,8.40E+00,,,
1255,8.00E+00,,,
1256,7.80E+00,,,
1257,7.60E+00,,,
1258,7.40E+00,,,
1259,7.40E+00,,,
1260,7.40E+00,,,
1261,7.40E+00,,,
1262,7.20E+00,,,
1263,7.40E+00,,,
1264,7.40E+00,,,
1265,7.40E+00,,,
1266,7.20E+00,,,
1267,7.40E+00,,,
1268,7.20E+00,,,
1269,7.40E+00,,,
1270,7.20E+00,,,
1271,6.60E+00,,,
1272,4.20E+00,,,
1273,2.60E+00,,,
1274,2.40E+00,,,
1275,2.20E+00,,,
1276,1.60E+00,,,
1277,1.60E+00,,,
1278,1.40E+00,,,
1279,1.40E+00,,,
1280,1.40E+00,,,
1281,1.20E+00,,,
1282,1.20E+00,,,
1283,1.40E+00,,,
1284,1.20E+00,,,
1285,1.40E+00,,,
1286,1.40E+00,,,
1287,1.40E+00,,,
1288,1.40E+00,,,
1289,1.40E+00,,,
1290,1.20E+00,,,
1291,4.00E-01,,,
1292,-1.40E+00,,,
1293,-2.40E+00,,,
1294,-2.80E+00,,,
1295,-3.00E+00,,,
1296,-3.20E+00,,,
1297,-3.20E+00,,,
1298,-3.80E+00,,,
1299,-3.80E+00,,,
1300,-3.80E+00,,,
1301,-3.40E+00,,,
1302,-3.80E+00,,,
1303,-3.80E+00,,,
1304,-3.40E+00,,,
1305,-3.80E+00,,,
1306,-3.80E+00,,,
1307,-3.40E+00,,,
1308,-3.40E+00,,,
1309,-3.40E+00,,,
1310,-4.00E+00,,,
1311,-4.00E+00,,,
1312,-5.00E+00,,,
1313,-5.60E+00,,,
1314,-5.80E+00,,,
1315,-6.00E+00,,,
1316,-6.20E+00,,,
1317,-6.00E+00,,,
1318,-6.20E+00,,,
1319,-6.20E+00,,,
1320,-6.20E+00,,,
1321,-6.20E+00,,,
1322,-6.20E+00,,,
1323,-6.20E+00,,,
1324,-6.20E+00,,,
1325,-6.20E+00,,,
1326,-6.40E+00,,,
1327,-6.20E+00,,,
1328,-6.20E+00,,,
1329,-6.20E+00,,,
1330,-6.40E+00,,,
1331,-6.40E+00,,,
1332,-6.40E+00,,,
1333,-6.20E+00,,,
1334,-6.40E+00,,,
1335,-6.40E+00,,,
1336,-6.40E+00,,,
1337,-6.40E+00,,,
1338,-6.60E+00,,,
1339,-6.40E+00,,,
1340,-6.60E+00,,,
1341,-6.60E+00,,,
1342,-6.60E+00,,,
1343,-6.40E+00,,,
1344,-6.60E+00,,,
1345,-6.60E+00,,,
1346,-6.60E+00,,,
1347,-6.40E+00,,,
1348,-6.60E+00,,,
1349,-6.40E+00,,,
1350,-6.40E+00,,,
1351,-6.40E+00,,,
1352,-5.60E+00,,,
1353,-5.20E+00,,,
1354,-5.20E+00,,,
1355,-5.00E+00,,,
1356,-5.20E+00,,,
1357,-5.00E+00,,,
1358,-5.20E+00,,,
1359,-5.00E+00,,,
1360,-5.00E+00,,,
1361,-5.00E+00,,,
1362,-5.00E+00,,,
1363,-5.00E+00,,,
1364,-5.00E+00,,,
1365,-5.00E+00,,,
1366,-5.00E+00,,,
1367,-5.00E+00,,,
1368,-5.00E+00,,,
1369,-5.00E+00,,,
1370,-5.00E+00,,,
1371,-4.60E+00,,,
1372,-3.80E+00,,,
1373,-3.00E+00,,,
1374,-3.00E+00,,,
1375,-2.80E+00,,,
1376,-2.80E+00,,,
1377,-2.60E+00,,,
1378,-2.80E+00,,,
1379,-2.60E+00,,,
1380,-2.60E+00,,,
1381,-2.40E+00,,,
1382,-2.60E+00,,,
1383,-2.60E+00,,,
1384,-2.60E+00,,,
1385,-2.40E+00,,,
1386,-2.60E+00,,,
1387,-2.40E+00,,,
1388,-2.60E+00,,,
1389,-2.60E+00,,,
1390,-2.60E+00,,,
1391,-2.20E+00,,,
1392,-1.40E+00,,,
1393,-1.00E+00,,,
1394,-1.20E+00,,,
1395,-8.00E-01,,,
1396,-8.00E-01,,,
1397,-6.00E-01,,,
1398,-8.00E-01,,,
1399,-6.00E-01,,,
1400,-6.00E-01,,,
1401,-4.00E-01,,,
1402,-6.00E-01,,,
1403,-6.00E-01,,,
1404,-6.00E-01,,,
1405,-6.00E-01,,,
1406,-8.00E-01,,,
1407,-6.00E-01,,,
1408,-6.00E-01,,,
1409,-6.00E-01,,,
1410,-8.00E-01,,,
1411,-4.00E-01,,,
1412,-2.00E-01,,,
1413,2.00E-01,,,
1414,2.00E-01,,,
1415,2.00E-01,,,
1416,4.00E-01,,,
1417,4.00E-01,,,
1418,2.00E-01,,,
1419,4.00E-01,,,
1420,2.00E-01,,,
1421,4.00E-01,,,
1422,2.00E-01,,,
1423,4.00E-01,,,
1424,4.00E-01,,,
1425,4.00E-01,,,
1426,2.00E-01,,,
1427,4.00E-01,,,
1428,2.00E-01,,,
1429,4.00E-01,,,
1430,4.00E-01,,,
1431,4.00E-01,,,
1432,2.00E-01,,,
1433,2.00E-01,,,
1434,-4.35E-05,,,
1435,2.00E-01,,,
1436,-4.35E-05,,,
1437,2.00E-01,,,
1438,-4.35E-05,,,
1439,-4.35E-05,,,
1440,2.00E-01,,,
1441,-4.35E-05,,,
1442,-4.35E-05,,,
1443,-4.35E-05,,,
1444,-4.35E-05,,,
1445,2.00E-01,,,
1446,-4.35E-05,,,
1447,2.00E-01,,,
1448,-4.35E-05,,,
1449,2.00E-01,,,
1450,-4.35E-05,,,
1451,-4.35E-05,,,
1452,-6.00E-01,,,
1453,-8.00E-01,,,
1454,-1.20E+00,,,
1455,-1.00E+00,,,
1456,-1.20E+00,,,
1457,-1.20E+00,,,
1458,-1.40E+00,,,
1459,-1.20E+00,,,
1460,-1.40E+00,,,
1461,-1.20E+00,,,
1462,-1.20E+00,,,
1463,-1.20E+00,,,
1464,-1.20E+00,,,
1465,-1.20E+00,,,
1466,-1.40E+00,,,
1467,-1.20E+00,,,
1468,-1.40E+00,,,
1469,-1.20E+00,,,
1470,-1.40E+00,,,
1471,-1.40E+00,,,
1472,-2.00E+00,,,
1473,-2.40E+00,,,
1474,-2.80E+00,,,
1475,-2.60E+00,,,
1476,-2.80E+00,,,
1477,-2.80E+00,,,
1478,-2.80E+00,,,
1479,-2.80E+00,,,
1480,-2.80E+00,,,
1481,-2.80E+00,,,
1482,-2.80E+00,,,
1483,-2.80E+00,,,
1484,-2.80E+00,,,
1485,-2.80E+00,,,
1486,-2.80E+00,,,
1487,-2.80E+00,,,
1488,-2.80E+00,,,
1489,-2.80E+00,,,
1490,-3.00E+00,,,
1491,-3.00E+00,,,
1492,-3.40E+00,,,
1493,-4.00E+00,,,
1494,-4.00E+00,,,
1495,-4.00E+00,,,
1496,-4.20E+00,,,
1497,-4.20E+00,,,
1498,-4.20E+00,,,
1499,-4.20E+00,,,
1500,-4.20E+00,,,
1501,-4.20E+00,,,
1502,-4.40E+00,,,
1503,-4.20E+00,,,
1504,-4.20E+00,,,
1505,-4.20E+00,,,
1506,-4.40E+00,,,
1507,-4.20E+00,,,
1508,-4.40E+00,,,
1509,-4.20E+00,,,
1510,-4.20E+00,,,
1511,-4.20E+00,,,
1512,-4.20E+00,,,
1513,-4.40E+00,,,
1514,-4.60E+00,,,
1515,-4.40E+00,,,
1516,-4.60E+00,,,
1517,-4.60E+00,,,
1518,-4.60E+00,,,
1519,-4.60E+00,,,
1520,-4.60E+00,,,
1521,-4.60E+00,,,
1522,-4.60E+00,,,
1523,-4.60E+00,,,
1524,-4.60E+00,,,
1525,-4.60E+00,,,
1526,-4.60E+00,,,
1527,-4.60E+00,,,
1528,-4.60E+00,,,
1529,-4.40E+00,,,
1530,-4.60E+00,,,
1531,-4.40E+00,,,
1532,-4.40E+00,,,
1533,-4.00E+00,,,
1534,-4.20E+00,,,
1535,-4.00E+00,,,
1536,-4.00E+00,,,
1537,-4.00E+00,,,
1538,-4.20E+00,,,
1539,-4.00E+00,,,
1540,-4.00E+00,,,
1541,-4.00E+00,,,
1542,-4.00E+00,,,
1543,-4.00E+00,,,
1544,-4.00E+00,,,
1545,-4.00E+00,,,
1546,-4.00E+00,,,
1547,-4.00E+00,,,
1548,-4.00E+00,,,
1549,-4.00E+00,,,
1550,-4.20E+00,,,
1551,-3.80E+00,,,
1552,-3.00E+00,,,
1553,-2.80E+00,,,
1554,-3.00E+00,,,
1555,-2.60E+00,,,
1556,-2.80E+00,,,
1557,-2.60E+00,,,
1558,-2.80E+00,,,
1559,-2.60E+00,,,
1560,-2.60E+00,,,
1561,-2.60E+00,,,
1562,-2.60E+00,,,
1563,-2.60E+00,,,
1564,-2.80E+00,,,
1565,-2.60E+00,,,
1566,-2.80E+00,,,
1567,-2.60E+00,,,
1568,-2.60E+00,,,
1569,-2.60E+00,,,
1570,-2.80E+00,,,
1571,-2.40E+00,,,
1572,-2.00E+00,,,
1573,-1.60E+00,,,
1574,-1.60E+00,,,
1575,-1.60E+00,,,
1576,-1.40E+00,,,
1577,-1.40E+00,,,
1578,-1.40E+00,,,
1579,-1.20E+00,,,
1580,-1.40E+00,,,
1581,-1.40E+00,,,
1582,-1.40E+00,,,
1583,-1.40E+00,,,
1584,-1.40E+00,,,
1585,-1.40E+00,,,
1586,-1.40E+00,,,
1587,-1.40E+00,,,
1588,-1.40E+00,,,
1589,-1.40E+00,,,
1590,-1.40E+00,,,
1591,-1.20E+00,,,
1592,-8.00E-01,,,
1593,-8.00E-01,,,
1594,-8.00E-01,,,
1595,-6.00E-01,,,
1596,-8.00E-01,,,
1597,-8.00E-01,,,
1598,-8.00E-01,,,
1599,-6.00E-01,,,
1600,-6.00E-01,,,
1601,-6.00E-01,,,
1602,-8.00E-01,,,
1603,-8.00E-01,,,
1604,-8.00E-01,,,
1605,-6.00E-01,,,
1606,-6.00E-01,,,
1607,-6.00E-01,,,
1608,-6.00E-01,,,
1609,-6.00E-01,,,
1610,-6.00E-01,,,
1611,-6.00E-01,,,
1612,-8.00E-01,,,
1613,-6.00E-01,,,
1614,-8.00E-01,,,
1615,-6.00E-01,,,
1616,-8.00E-01,,,
1617,-6.00E-01,,,
1618,-8.00E-01,,,
1619,-6.00E-01,,,
1620,-8.00E-01,,,
1621,-6.00E-01,,,
1622,-8.00E-01,,,
1623,-6.00E-01,,,
1624,-6.00E-01,,,
1625,-6.00E-01,,,
1626,-8.00E-01,,,
1627,-6.00E-01,,,
1628,-8.00E-01,,,
1629,-6.00E-01,,,
1630,-8.00E-01,,,
1631,-8.00E-01,,,
1632,-1.00E+00,,,
1633,-1.40E+00,,,
1634,-1.60E+00,,,
1635,-1.40E+00,,,
1636,-1.60E+00,,,
1637,-1.40E+00,,,
1638,-1.60E+00,,,
1639,-1.60E+00,,,
1640,-1.40E+00,,,
1641,-1.40E+00,,,
1642,-1.40E+00,,,
1643,-1.40E+00,,,
1644,-1.60E+00,,,
1645,-1.40E+00,,,
1646,-1.60E+00,,,
1647,-1.40E+00,,,
1648,-1.60E+00,,,
1649,-1.60E+00,,,
1650,-1.80E+00,,,
1651,-1.80E+00,,,
1652,-2.20E+00,,,
1653,-2.40E+00,,,
1654,-2.60E+00,,,
1655,-2.60E+00,,,
1656,-2.60E+00,,,
1657,-2.60E+00,,,
1658,-2.80E+00,,,
1659,-2.60E+00,,,
1660,-2.80E+00,,,
1661,-2.60E+00,,,
1662,-2.80E+00,,,
1663,-2.60E+00,,,
1664,-2.80E+00,,,
1665,-2.60E+00,,,
1666,-2.80E+00,,,
1667,-2.80E+00,,,
1668,-2.80E+00,,,
1669,-2.60E+00,,,
1670,-2.80E+00,,,
1671,-2.80E+00,,,
1672,-3.20E+00,,,
1673,-3.40E+00,,,
1674,-3.80E+00,,,
1675,-3.40E+00,,,
1676,-4.00E+00,,,
1677,-3.80E+00,,,
1678,-4.00E+00,,,
1679,-4.00E+00,,,
1680,-4.00E+00,,,
1681,-4.00E+00,,,
1682,-4.00E+00,,,
1683,-4.00E+00,,,
1684,-4.00E+00,,,
1685,-4.00E+00,,,
1686,-4.00E+00,,,
1687,-4.00E+00,,,
1688,-3.80E+00,,,
1689,-3.80E+00,,,
1690,-4.00E+00,,,
1691,-4.00E+00,,,
1692,-4.20E+00,,,
1693,-4.20E+00,,,
1694,-4.20E+00,,,
1695,-4.20E+00,,,
1696,-4.40E+00,,,
1697,-4.20E+00,,,
1698,-4.40E+00,,,
1699,-4.40E+00,,,
1700,-4.40E+00,,,
1701,-4.40E+00,,,
1702,-4.20E+00,,,
1703,-4.20E+00,,,
1704,-4.40E+00,,,
1705,-4.20E+00,,,
1706,-4.40E+00,,,
1707,-4.20E+00,,,
1708,-4.40E+00,,,
1709,-4.20E+00,,,
1710,-4.40E+00,,,
1711,-4.20E+00,,,
1712,-4.00E+00,,,
1713,-4.00E+00,,,
1714,-4.20E+00,,,
1715,-4.00E+00,,,
1716,-4.00E+00,,,
1717,-4.00E+00,,,
1718,-4.00E+00,,,
1719,-4.00E+00,,,
1720,-4.00E+00,,,
1721,-3.80E+00,,,
1722,-4.00E+00,,,
1723,-3.80E+00,,,
1724,-4.00E+00,,,
1725,-4.00E+00,,,
1726,-4.00E+00,,,
1727,-4.00E+00,,,
1728,-4.00E+00,,,
1729,-4.00E+00,,,
1730,-4.00E+00,,,
1731,-3.80E+00,,,
1732,-3.20E+00,,,
1733,-2.80E+00,,,
1734,-2.80E+00,,,
1735,-2.80E+00,,,
1736,-2.80E+00,,,
1737,-2.80E+00,,,
1738,-2.80E+00,,,
1739,-2.60E+00,,,
1740,-2.80E+00,,,
1741,-2.60E+00,,,
1742,-2.80E+00,,,
1743,-2.80E+00,,,
1744,-2.80E+00,,,
1745,-2.80E+00,,,
1746,-2.80E+00,,,
1747,-2.60E+00,,,
1748,-2.80E+00,,,
1749,-2.60E+00,,,
1750,-2.80E+00,,,
1751,-2.60E+00,,,
1752,-2.00E+00,,,
1753,-1.80E+00,,,
1754,-1.80E+00,,,
1755,-1.60E+00,,,
1756,-1.60E+00,,,
1757,-1.60E+00,,,
1758,-1.60E+00,,,
1759,-1.60E+00,,,
1760,-1.60E+00,,,
1761,-1.60E+00,,,
1762,-1.60E+00,,,
1763,-1.60E+00,,,
1764,-1.60E+00,,,
1765,-1.40E+00,,,
1766,-1.60E+00,,,
1767,-1.60E+00,,,
1768,-1.60E+00,,,
1769,-1.60E+00,,,
1770,-1.60E+00,,,
1771,-1.40E+00,,,
1772,-1.20E+00,,,
1773,-8.00E-01,,,
1774,-1.00E+00,,,
1775,-8.00E-01,,,
1776,-6.00E-01,,,
1777,-8.00E-01,,,
1778,-8.00E-01,,,
1779,-6.00E-01,,,
1780,-8.00E-01,,,
1781,-8.00E-01,,,
1782,-8.00E-01,,,
1783,-8.00E-01,,,
1784,-6.00E-01,,,
1785,-6.00E-01,,,
1786,-8.00E-01,,,
1787,-6.00E-01,,,
1788,-8.00E-01,,,
1789,-8.00E-01,,,
1790,-8.00E-01,,,
1791,-6.00E-01,,,
1792,-8.00E-01,,,
1793,-8.00E-01,,,
1794,-8.00E-01,,,
1795,-6.00E-01,,,
1796,-8.00E-01,,,
1797,-6.00E-01,,,
1798,-8.00E-01,,,
1799,-6.00E-01,,,
1800,-6.00E-01,,,
1801,-6.00E-01,,,
1802,-6.00E-01,,,
1803,-6.00E-01,,,
1804,-8.00E-01,,,
1805,-6.00E-01,,,
1806,-8.00E-01,,,
1807,-6.00E-01,,,
1808,-6.00E-01,,,
1809,-6.00E-01,,,
1810,-8.00E-01,,,
1811,-8.00E-01,,,
1812,-1.00E+00,,,
1813,-1.00E+00,,,
1814,-1.20E+00,,,
1815,-1.20E+00,,,
1816,-1.20E+00,,,
1817,-1.20E+00,,,
1818,-1.40E+00,,,
1819,-1.20E+00,,,
1820,-1.40E+00,,,
1821,-1.20E+00,,,
1822,-1.40E+00,,,
1823,-1.40E+00,,,
1824,-1.40E+00,,,
1825,-1.40E+00,,,
1826,-1.60E+00,,,
1827,-1.40E+00,,,
1828,-1.40E+00,,,
1829,-1.40E+00,,,
1830,-1.40E+00,,,
1831,-1.40E+00,,,
1832,-2.00E+00,,,
1833,-2.20E+00,,,
1834,-2.40E+00,,,
1835,-2.40E+00,,,
1836,-2.60E+00,,,
1837,-2.60E+00,,,
1838,-2.60E+00,,,
1839,-2.60E+00,,,
1840,-2.60E+00,,,
1841,-2.60E+00,,,
1842,-2.80E+00,,,
1843,-2.60E+00,,,
1844,-2.60E+00,,,
1845,-2.60E+00,,,
1846,-2.60E+00,,,
1847,-2.60E+00,,,
1848,-2.60E+00,,,
1849,-2.60E+00,,,
1850,-2.60E+00,,,
1851,-2.60E+00,,,
1852,-3.20E+00,,,
1853,-3.80E+00,,,
1854,-3.80E+00,,,
1855,-3.80E+00,,,
1856,-3.80E+00,,,
1857,-3.80E+00,,,
1858,-4.00E+00,,,
1859,-4.00E+00,,,
1860,-4.00E+00,,,
1861,-4.00E+00,,,
1862,-4.00E+00,,,
1863,-4.00E+00,,,
1864,-4.00E+00,,,
1865,-4.00E+00,,,
1866,-4.00E+00,,,
1867,-3.80E+00,,,
1868,-4.00E+00,,,
1869,-4.00E+00,,,
1870,-4.00E+00,,,
1871,-4.00E+00,,,
1872,-4.20E+00,,,
1873,-4.40E+00,,,
1874,-4.60E+00,,,
1875,-4.60E+00,,,
1876,-4.60E+00,,,
1877,-4.60E+00,,,
1878,-4.60E+00,,,
1879,-4.60E+00,,,
1880,-4.60E+00,,,
1881,-4.60E+00,,,
1882,-4.60E+00,,,
1883,-4.40E+00,,,
1884,-4.60E+00,,,
1885,-4.60E+00,,,
1886,-4.80E+00,,,
1887,-4.60E+00,,,
1888,-4.40E+00,,,
1889,-4.60E+00,,,
1890,-4.60E+00,,,
1891,-4.60E+00,,,
1892,-4.60E+00,,,
1893,-4.20E+00,,,
1894,-4.40E+00,,,
1895,-4.20E+00,,,
1896,-4.20E+00,,,
1897,-4.20E+00,,,
1898,-4.20E+00,,,
1899,-4.20E+00,,,
1900,-4.40E+00,,,
1901,-4.20E+00,,,
1902,-4.40E+00,,,
1903,-4.20E+00,,,
1904,-4.20E+00,,,
1905,-4.20E+00,,,
1906,-4.40E+00,,,
1907,-4.40E+00,,,
1908,-4.40E+00,,,
1909,-4.20E+00,,,
1910,-4.20E+00,,,
1911,-4.20E+00,,,
1912,-3.40E+00,,,
1913,-3.00E+00,,,
1914,-3.00E+00,,,
1915,-2.80E+00,,,
1916,-3.00E+00,,,
1917,-2.80E+00,,,
1918,-3.00E+00,,,
1919,-2.80E+00,,,
1920,-2.80E+00,,,
1921,-2.80E+00,,,
1922,-3.00E+00,,,
1923,-2.80E+00,,,
1924,-3.00E+00,,,
1925,-2.80E+00,,,
1926,-3.00E+00,,,
1927,-2.80E+00,,,
1928,-2.80E+00,,,
1929,-2.80E+00,,,
1930,-2.80E+00,,,
1931,-2.60E+00,,,
1932,-2.00E+00,,,
1933,-1.60E+00,,,
1934,-1.80E+00,,,
1935,-1.40E+00,,,
1936,-1.40E+00,,,
1937,-1.40E+00,,,
1938,-1.40E+00,,,
1939,-1.40E+00,,,
1940,-1.40E+00,,,
1941,-1.20E+00,,,
1942,-1.40E+00,,,
1943,-1.40E+00,,,
1944,-1.40E+00,,,
1945,-1.20E+00,,,
1946,-1.40E+00,,,
1947,-1.20E+00,,,
1948,-1.40E+00,,,
1949,-1.20E+00,,,
1950,-1.40E+00,,,
1951,-1.00E+00,,,
1952,-6.00E-01,,,
1953,-4.00E-01,,,
1954,-4.00E-01,,,
1955,-2.00E-01,,,
1956,-2.00E-01,,,
1957,-4.35E-05,,,
1958,-4.35E-05,,,
1959,2.00E-01,,,
1960,2.00E-01,,,
1961,-4.35E-05,,,
1962,-4.35E-05,,,
1963,2.00E-01,,,
1964,-4.35E-05,,,
1965,-4.35E-05,,,
1966,-2.00E-01,,,
1967,2.00E-01,,,
1968,-4.35E-05,,,
1969,-4.35E-05,,,
1970,-2.00E-01,,,
1971,-4.35E-05,,,
1972,2.00E-01,,,
1973,2.00E-01,,,
1974,2.00E-01,,,
1975,4.00E-01,,,
1976,4.00E-01,,,
1977,2.00E-01,,,
1978,2.00E-01,,,
1979,4.00E-01,,,
1980,2.00E-01,,,
1981,4.00E-01,,,
1982,2.00E-01,,,
1983,4.00E-01,,,
1984,4.00E-01,,,
1985,4.00E-01,,,
1986,2.00E-01,,,
1987,4.00E-01,,,
1988,2.00E-01,,,
1989,4.00E-01,,,
1990,2.00E-01,,,
1991,2.00E-01,,,
1992,-4.35E-05,,,
1993,-4.00E-01,,,
1994,-4.00E-01,,,
1995,-4.00E-01,,,
1996,-6.00E-01,,,
1997,-6.00E-01,,,
1998,-8.00E-01,,,
1999,-6.00E-01,,,
2000,-6.00E-01,,,
2001,-6.00E-01,,,
2002,-6.00E-01,,,
2003,-6.00E-01,,,
2004,-6.00E-01,,,
2005,-6.00E-01,,,
2006,-6.00E-01,,,
2007,-6.00E-01,,,
2008,-6.00E-01,,,
2009,-4.00E-01,,,
2010,-6.00E-01,,,
2011,-6.00E-01,,,
2012,-1.60E+00,,,
2013,-2.00E+00,,,
2014,-2.20E+00,,,
2015,-2.20E+00,,,
2016,-2.40E+00,,,
2017,-2.40E+00,,,
2018,-2.60E+00,,,
2019,-2.40E+00,,,
2020,-2.60E+00,,,
2021,-2.40E+00,,,
2022,-2.60E+00,,,
2023,-2.40E+00,,,
2024,-2.40E+00,,,
2025,-2.40E+00,,,
2026,-2.40E+00,,,
2027,-2.40E+00,,,
2028,-2.60E+00,,,
2029,-2.40E+00,,,
2030,-2.60E+00,,,
2031,-2.80E+00,,,
2032,-3.80E+00,,,
2033,-4.40E+00,,,
2034,-4.60E+00,,,
2035,-4.60E+00,,,
2036,-5.00E+00,,,
2037,-5.00E+00,,,
2038,-5.00E+00,,,
2039,-5.00E+00,,,
2040,-5.00E+00,,,
2041,-5.00E+00,,,
2042,-5.00E+00,,,
2043,-4.80E+00,,,
2044,-5.00E+00,,,
2045,-5.00E+00,,,
2046,-5.00E+00,,,
2047,-5.00E+00,,,
2048,-5.00E+00,,,
2049,-5.00E+00,,,
2050,-5.00E+00,,,
2051,-5.20E+00,,,
2052,-5.80E+00,,,
2053,-6.00E+00,,,
2054,-6.00E+00,,,
2055,-6.20E+00,,,
2056,-6.40E+00,,,
2057,-6.40E+00,,,
2058,-6.40E+00,,,
2059,-6.40E+00,,,
2060,-6.60E+00,,,
2061,-6.60E+00,,,
2062,-6.60E+00,,,
2063,-6.40E+00,,,
2064,-6.40E+00,,,
2065,-6.40E+00,,,
2066,-6.60E+00,,,
2067,-6.40E+00,,,
2068,-6.60E+00,,,
2069,-6.40E+00,,,
2070,-6.40E+00,,,
2071,-6.40E+00,,,
2072,-6.40E+00,,,
2073,-6.20E+00,,,
2074,-6.20E+00,,,
2075,-6.20E+00,,,
2076,-6.20E+00,,,
2077,-6.20E+00,,,
2078,-6.40E+00,,,
2079,-6.20E+00,,,
2080,-6.20E+00,,,
2081,-6.20E+00,,,
2082,-6.60E+00,,,
2083,-6.40E+00,,,
2084,-6.40E+00,,,
2085,-6.20E+00,,,
2086,-6.20E+00,,,
2087,-6.20E+00,,,
2088,-6.20E+00,,,
2089,-6.20E+00,,,
2090,-6.40E+00,,,
2091,-5.80E+00,,,
2092,-5.00E+00,,,
2093,-4.20E+00,,,
2094,-4.20E+00,,,
2095,-4.00E+00,,,
